,job_title,working_type,salary_from,salary_to,experience
891,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
892,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
893,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
894,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
895,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
896,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
897,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
898,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
899,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
900,Продавец,полная занятость,42500.0,42500.0,без опыта
901,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
902,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
903,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
904,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
905,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
906,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
907,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
908,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
909,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
910,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
911,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
912,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
913,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
914,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
915,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
916,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
917,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
918,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
919,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
920,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
921,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
922,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
923,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
924,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
925,Продавец,полная занятость,42500.0,42500.0,без опыта
926,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
927,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
928,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
929,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
930,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
931,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
932,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
933,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
934,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
935,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
936,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
937,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
938,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
939,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
940,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
941,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
942,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
943,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
944,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
945,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
946,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
947,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
948,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
949,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
950,Продавец,полная занятость,42500.0,42500.0,без опыта
951,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
952,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
953,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
954,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
955,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
956,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
957,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
958,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
959,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
960,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
961,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
962,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
963,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
964,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
965,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
966,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
967,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
968,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
969,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
970,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
971,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
972,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
973,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
974,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
975,Продавец,полная занятость,42500.0,42500.0,без опыта
976,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
977,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
978,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
979,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
980,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
981,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
982,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
983,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
984,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
985,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
986,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
987,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
988,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
989,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
990,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
991,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
992,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
993,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
994,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
995,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
996,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
997,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
998,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
999,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1000,Продавец,полная занятость,42500.0,42500.0,без опыта
1001,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1002,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1003,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1004,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1005,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1006,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1007,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1008,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1009,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1010,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1011,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1012,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1013,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1014,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1015,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1016,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1017,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1018,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1019,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1020,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1021,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1022,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1023,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1024,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1025,Продавец,полная занятость,42500.0,42500.0,без опыта
1026,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1027,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1028,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1029,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1030,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1031,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1032,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1033,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1034,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1035,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1036,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1037,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1038,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1039,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1040,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1041,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1042,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1043,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1044,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1045,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1046,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1047,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1048,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1049,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1050,Продавец,полная занятость,42500.0,42500.0,без опыта
1051,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1052,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1053,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1054,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1055,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1056,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1057,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1058,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1059,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1060,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1061,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1062,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1063,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1064,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1065,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1066,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1067,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1068,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1069,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1070,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1071,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1072,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1073,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1074,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1075,Продавец,полная занятость,42500.0,42500.0,без опыта
1076,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1077,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1078,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1079,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1080,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1081,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1082,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1083,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1084,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1085,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1086,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1087,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1088,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1089,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1090,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1091,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1092,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1093,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1094,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1095,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1096,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1097,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1098,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1099,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1100,Продавец,полная занятость,42500.0,42500.0,без опыта
1101,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1102,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1103,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1104,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1105,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1106,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1107,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1108,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1109,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1110,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1111,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1112,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1113,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1114,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1115,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1116,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1117,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1118,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1119,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1120,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1121,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1122,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1123,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1124,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1125,Продавец,полная занятость,42500.0,42500.0,без опыта
1126,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1127,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1128,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1129,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1130,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1131,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1132,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1133,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1134,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1135,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1136,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1137,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1138,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1139,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1140,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1141,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1142,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1143,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1144,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1145,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1146,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1147,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1148,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1149,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1150,Продавец,полная занятость,42500.0,42500.0,без опыта
1151,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1152,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1153,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1154,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1155,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1156,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1157,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1158,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1159,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1160,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1161,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1162,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1163,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1164,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1165,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1166,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1167,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1168,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1169,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1170,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1171,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1172,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1173,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1174,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1175,Продавец,полная занятость,42500.0,42500.0,без опыта
1176,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1177,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1178,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1179,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1180,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1181,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1182,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1183,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1184,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1185,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1186,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1187,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1188,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1189,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1190,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1191,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1192,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1193,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1194,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1195,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1196,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1197,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1198,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1199,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1200,Продавец,полная занятость,42500.0,42500.0,без опыта
1201,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1202,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1203,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1204,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1205,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1206,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1207,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1208,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1209,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1210,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1211,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1212,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1213,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1214,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1215,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1216,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1217,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1218,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
