,job_title,working_type,salary_from,salary_to,experience
1961,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1962,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1963,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1964,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1965,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1966,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1967,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1968,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1969,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1970,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1971,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1972,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1973,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1974,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
1975,Продавец,полная занятость,42500.0,42500.0,без опыта
1976,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
1977,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
1978,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
1979,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
1980,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
1981,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
1982,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
1983,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
1984,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
1985,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
1986,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
1987,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
1988,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
1989,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
1990,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
1991,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
1992,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
1993,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
1994,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
1995,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1996,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
1997,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
1998,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
1999,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2000,Продавец,полная занятость,42500.0,42500.0,без опыта
2001,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2002,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2003,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2004,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2005,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2006,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2007,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2008,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2009,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2010,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2011,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2012,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2013,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2014,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2015,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2016,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2017,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2018,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2019,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2020,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2021,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2022,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2023,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2024,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2025,Продавец,полная занятость,42500.0,42500.0,без опыта
2026,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2027,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2028,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2029,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2030,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2031,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2032,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2033,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2034,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2035,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2036,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2037,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2038,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2039,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2040,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2041,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2042,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2043,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2044,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2045,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2046,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2047,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2048,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2049,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2050,Продавец,полная занятость,42500.0,42500.0,без опыта
2051,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2052,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2053,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2054,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2055,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2056,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2057,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2058,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2059,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2060,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2061,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2062,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2063,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2064,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2065,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2066,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2067,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2068,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2069,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2070,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2071,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2072,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2073,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2074,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2075,Продавец,полная занятость,42500.0,42500.0,без опыта
2076,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2077,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2078,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2079,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2080,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2081,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2082,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2083,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2084,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2085,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2086,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2087,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2088,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2089,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2090,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2091,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2092,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2093,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2094,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2095,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2096,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2097,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2098,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2099,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2100,Продавец,полная занятость,42500.0,42500.0,без опыта
2101,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2102,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2103,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2104,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2105,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2106,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2107,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2108,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2109,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2110,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2111,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2112,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2113,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2114,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2115,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2116,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2117,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2118,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2119,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2120,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2121,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2122,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2123,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2124,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2125,Продавец,полная занятость,42500.0,42500.0,без опыта
2126,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2127,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2128,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2129,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2130,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2131,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2132,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2133,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2134,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2135,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2136,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2137,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2138,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2139,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2140,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2141,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2142,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2143,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2144,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2145,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2146,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2147,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2148,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2149,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2150,Продавец,полная занятость,42500.0,42500.0,без опыта
2151,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2152,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2153,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2154,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2155,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2156,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2157,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2158,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2159,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2160,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2161,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2162,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2163,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2164,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2165,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2166,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2167,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2168,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2169,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2170,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2171,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2172,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2173,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2174,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2175,Продавец,полная занятость,42500.0,42500.0,без опыта
2176,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2177,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2178,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2179,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2180,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2181,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2182,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2183,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2184,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2185,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2186,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2187,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2188,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2189,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2190,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2191,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2192,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2193,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2194,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2195,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2196,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2197,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2198,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2199,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2200,Продавец,полная занятость,42500.0,42500.0,без опыта
2201,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2202,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2203,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2204,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2205,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2206,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2207,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2208,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2209,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2210,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2211,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2212,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2213,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2214,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2215,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2216,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2217,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2218,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2219,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2220,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2221,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2222,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2223,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2224,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2225,Продавец,полная занятость,42500.0,42500.0,без опыта
2226,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2227,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2228,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2229,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2230,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2231,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2232,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2233,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2234,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2235,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2236,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2237,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2238,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2239,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2240,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2241,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2242,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2243,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2244,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2245,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2246,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2247,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2248,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2249,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2250,Продавец,полная занятость,42500.0,42500.0,без опыта
2251,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2252,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2253,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2254,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2255,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2256,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2257,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2258,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2259,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2260,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2261,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2262,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
2263,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
2264,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
2265,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
2266,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
2267,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
2268,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
2269,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
2270,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2271,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
2272,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
2273,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
2274,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
2275,Продавец,полная занятость,42500.0,42500.0,без опыта
2276,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
2277,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
2278,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
2279,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
2280,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
2281,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
2282,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
2283,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
2284,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
2285,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
2286,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
2287,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
