,job_title,working_type,salary_from,salary_to,experience
363,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
364,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
365,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
366,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
367,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
368,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
369,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
370,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
371,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
372,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
373,Менеджер по продажам,полная занятость,,,1-3 года
374,Офис-менеджер в контакт-центр,полная занятость,35000.0,35000.0,1-3 года
375,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
376,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
377,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
378,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
379,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
380,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
381,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
382,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
383,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
384,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
385,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
386,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
387,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
388,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
389,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
390,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
391,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
392,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
393,Менеджер по продажам,полная занятость,,,1-3 года
394,Офис-менеджер в контакт-центр,полная занятость,35000.0,35000.0,1-3 года
395,Оператор call-центра (подработка),частичная занятость,15000.0,15000.0,без опыта
396,Водитель категории Е,полная занятость,138000.0,138000.0,без опыта
397,Кладовщик-комплектовщик,полная занятость,87000.0,87000.0,без опыта
398,Визитный мерчендайзер,полная занятость,50000.0,50000.0,без опыта
399,Менеджер по продажам в розницу,полная занятость,60000.0,60000.0,1-3 года
400,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
401,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
402,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
403,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
404,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
405,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
406,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
407,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
408,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
409,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
410,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
411,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
412,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
413,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
414,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
415,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
416,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
417,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
418,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
419,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
420,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
421,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
422,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
423,Менеджер по продажам,полная занятость,,,1-3 года
424,Офис-менеджер в контакт-центр,полная занятость,35000.0,35000.0,1-3 года
425,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
426,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
427,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
428,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
429,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
430,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
431,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
432,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
433,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
434,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
435,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
436,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
437,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
438,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
439,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
440,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
441,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
442,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
443,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
444,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
445,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
446,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
447,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
448,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
449,Менеджер по продажам,полная занятость,,,1-3 года
450,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
451,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
452,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
453,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
454,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
455,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
456,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
457,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
458,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
459,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
460,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
461,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
462,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
463,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
464,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
465,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
466,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
467,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
468,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
469,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
470,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
471,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
472,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
473,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
474,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
475,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
476,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
477,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
478,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
479,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
480,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
481,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
482,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
483,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
484,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
485,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
486,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
487,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
488,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
489,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
490,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
491,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
492,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
493,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
494,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
495,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
496,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
497,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
498,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
499,Менеджер по продажам,полная занятость,,,1-3 года
500,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
501,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
502,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
503,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
504,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
505,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
506,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
507,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
508,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
509,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
510,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
511,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
512,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
513,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
514,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
515,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
516,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
517,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
518,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
519,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
520,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
521,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
522,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
523,Менеджер по продажам,полная занятость,,,1-3 года
524,Офис-менеджер в контакт-центр,полная занятость,35000.0,35000.0,1-3 года
525,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
526,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
527,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
528,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
529,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
530,"Продавец (Разъезд Иня, Большевистская 290)",полная занятость,46600.0,46600.0,без опыта
531,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
532,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
533,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
534,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
535,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
536,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
537,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
538,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
539,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
540,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
541,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
542,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
543,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
544,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
545,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
546,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
547,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
548,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
549,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
550,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
551,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
552,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
553,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
554,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
555,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
556,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
557,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
558,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
559,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
560,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
561,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
562,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
563,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
564,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
565,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
566,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
567,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
568,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
569,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
570,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
571,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
572,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
573,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
574,Менеджер по продажам,полная занятость,,,1-3 года
575,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
576,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
577,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
578,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
579,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
580,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
581,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
582,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
583,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
584,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
585,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
586,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
587,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
588,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
589,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
590,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
591,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
592,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
593,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
594,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
595,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
596,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
597,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
598,Менеджер по продажам,полная занятость,,,1-3 года
599,Офис-менеджер в контакт-центр,полная занятость,35000.0,35000.0,1-3 года
600,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
601,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
602,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
603,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
604,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
605,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
606,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
607,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
608,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
609,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
610,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
611,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
612,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
613,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
614,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
615,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
616,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
617,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
618,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
619,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
620,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
621,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
622,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
623,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
624,Менеджер по продажам,полная занятость,,,1-3 года
625,Кладовщик-комплектовщик,полная занятость,87000.0,87000.0,без опыта
626,Визитный мерчендайзер,полная занятость,50000.0,50000.0,без опыта
627,Менеджер по продажам в розницу,полная занятость,60000.0,60000.0,1-3 года
628,Администратор / Оператор / Специалист Пункта Выдачи Заказов Ozon (м. Речной вокзал),полная занятость,40000.0,40000.0,1-3 года
629,"Продавец (подработка) Кемерово, Юрия Двужильного, 20)",полная занятость,15000.0,15000.0,без опыта
630,Менеджер по продажам (удаленно),полная занятость,50000.0,50000.0,без опыта
631,"Продавец (подработка) Новосибирск, Серафимовича, 14)",полная занятость,17000.0,17000.0,без опыта
632,Старший менеджер по обслуживанию (Академический район),полная занятость,62800.0,62800.0,без опыта
633,Оператор контакт-центра (без продаж),полная занятость,30000.0,30000.0,без опыта
634,Администратор в новую пельменную,полная занятость,36000.0,36000.0,1-3 года
635,Помощник руководителя,полная занятость,40000.0,40000.0,более 6 лет
636,Охранник,полная занятость,19200.0,19200.0,без опыта
637,Рабочий на производство,полная занятость,51000.0,51000.0,без опыта
638,"Продавец (подработка, Новосибирск, Вертковская, 8/2)",полная занятость,17000.0,17000.0,без опыта
639,Главный менеджер по сопровождению зарплатных клиентов,полная занятость,50000.0,50000.0,1-3 года
640,Директор по привлечению зарплатных клиентов (клиентский менеджер),полная занятость,74000.0,74000.0,3-6 лет
641,Директор по привлечению зарплатных клиентов (клиентский менеджер),полная занятость,74000.0,74000.0,3-6 лет
642,Директор по привлечению зарплатных клиентов (клиентский менеджер),полная занятость,74000.0,74000.0,3-6 лет
643,Главный менеджер по привлечению корпоративных клиентов (привлечение юридических счетов),полная занятость,70000.0,70000.0,без опыта
644,Главный менеджер по привлечению корпоративных клиентов (привлечение юридических счетов),полная занятость,70000.0,70000.0,1-3 года
645,"Продавец (подработка) Кемерово, Октябрьский, 34)",полная занятость,15000.0,15000.0,без опыта
646,"Продавец (подработка) Томск, Говорова, 86)",полная занятость,14000.0,14000.0,без опыта
647,"Продавец (подработка, Томск, Кирова, 60а)",частичная занятость,14000.0,14000.0,без опыта
648,"Продавец (подработка, Кемерово, Красноармейская, 116)",полная занятость,15000.0,15000.0,без опыта
649,Мастер участка,полная занятость,80000.0,80000.0,1-3 года
650,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
651,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
652,Менеджер по сопровождению персонала,полная занятость,50000.0,50000.0,без опыта
653,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
654,Главный специалист по работе с розничными проблемными активами,полная занятость,40000.0,40000.0,1-3 года
655,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
656,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
657,Бухгалтер-расчетчик,полная занятость,50000.0,50000.0,3-6 лет
658,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
659,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
660,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
661,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
662,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
663,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
664,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
665,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
666,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
667,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
668,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
669,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
670,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
671,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
672,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
673,Инспектор отдела кадров,полная занятость,60000.0,60000.0,1-3 года
674,Менеджер по продажам,полная занятость,,,1-3 года
675,"Ночной оператор колл-центра на входящие звонки (без продаж, возможно удаленно)",полная занятость,47000.0,47000.0,без опыта
676,Оператор call-центра (исходящая линия),полная занятость,40000.0,40000.0,без опыта
677,Удаленный оператор колл-центра на входящие звонки (без продаж),полная занятость,32000.0,32000.0,без опыта
678,Водитель автопогрузчика,полная занятость,40000.0,40000.0,1-3 года
679,Менеджер по работе с действующими клиентами (доставка + доп. продажи),полная занятость,,,без опыта
680,"Менеджер по продаже, удаленный (онлайн-школа, инфобизнес)",полная занятость,70000.0,70000.0,1-3 года
681,Упаковщик-комплектовщик на склад (Екатеринбург),работа вахтовым методом,100000.0,100000.0,без опыта
682,Бухгалтер по банковским операциям,полная занятость,50000.0,50000.0,1-3 года
683,Стажер (риэлтор),полная занятость,45000.0,45000.0,без опыта
684,Сотрудник в цех по производству теста / тестомес,полная занятость,40000.0,40000.0,без опыта
685,Помощник начальника отделения,полная занятость,18000.0,18000.0,без опыта
686,Оклейщик поролона,полная занятость,50000.0,50000.0,1-3 года
687,"Водитель электроштабелера (Обь, 3307 км)",полная занятость,98500.0,98500.0,без опыта
688,Сборщик-администратор (пр.Космонавтов),полная занятость,45977.0,45977.0,без опыта
689,Агент по недвижимости,полная занятость,100000.0,100000.0,без опыта
690,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
691,Начинающий технический специалист,полная занятость,42000.0,42000.0,без опыта
692,Учитель физики,частичная занятость,60000.0,60000.0,1-3 года
693,Автослесарь,полная занятость,70000.0,70000.0,1-3 года
694,"Товаровед интернет-магазина (ул. Терешковой, 4)",полная занятость,46399.0,46399.0,без опыта
